Project_ID,Project_Name,Location,Project_Type,Area_sqft,Estimated_Budget_INR,Actual_Cost_INR,Material_Cost_INR,Labour_Cost_INR,Equipment_Cost_INR,Other_Cost_INR,Expected_Duration_Days,Actual_Duration_Days,Delay_Days,Contractor,Project_Status,Start_Date,Expected_End_Date,Actual_End_Date,Budget_Variance_INR,Budget_Overrun_Pct,Cost_Per_Sqft_INR
P0633,Urban Industrial Park,Ahmedabad,Industrial,49859,89675000,89758000,35022000,21941000,11912000,20883000,462,507,45,Sunrise Constructions,Ongoing,2025-06-07,2026-09-12,2026-10-27,83000,0.09,1800.24
P0634,Galaxy Enclave,Ahmedabad,Industrial,57098,105060000,101885000,33235000,27353000,9778000,31519000,801,801,0,MetroBuild,Ongoing,2025-04-12,2027-06-22,2027-06-22,-3175000,-3.02,1784.39
P0635,Crystal Heights,Mumbai,Residential,127413,286442000,275993000,110377000,70455000,35242000,59919000,498,508,10,Royal Infra,Ongoing,2025-04-06,2026-08-17,2026-08-27,-10449000,-3.65,2166.13
P0636,Silver Complex,Pune,Infrastructure,5526,14755000,17618000,7794000,4168000,2160000,3496000,713,758,45,Shree BuildTech,Completed,2022-06-19,2024-06-01,2024-07-16,2863000,19.4,3188.2
P0637,Crystal Mall,Ahmedabad,Commercial,73760,226325000,256725000,93060000,75779000,37669000,50217000,785,805,20,Royal Infra,Ongoing,2025-11-17,2028-01-11,2028-01-31,30400000,13.43,3480.55
P0638,Royal Industrial Park,Ahmedabad,Industrial,52837,97765000,121194000,54426000,31648000,17511000,17609000,772,787,15,MetroBuild,Completed,2024-08-03,2026-09-14,2026-09-29,23429000,23.96,2293.73
P0639,Royal Residency,Ahmedabad,Commercial,16536,56348000,61052000,21996000,17640000,8129000,13287000,265,280,15,Shree BuildTech,Completed,2024-03-05,2024-11-25,2024-12-10,4704000,8.35,3692.07
P0640,Metro Business Park,Rajkot,Commercial,33541,110103000,113058000,51080000,30251000,14457000,17270000,442,589,147,Shree BuildTech,Delayed,2023-09-26,2024-12-11,2025-05-07,2955000,2.68,3370.74
P0641,Green Valley Industrial Park,Ahmedabad,Industrial,84083,178445000,181470000,60546000,48680000,16681000,55563000,241,261,20,Sunrise Constructions,Ongoing,2025-05-02,2025-12-29,2026-01-18,3025000,1.7,2158.22
P0642,Shree Industrial Park,Ahmedabad,Infrastructure,39531,109717000,98478000,45161000,18672000,13558000,21087000,371,371,0,GreenStone Projects,Ongoing,2022-01-29,2023-02-04,2023-02-04,-11239000,-10.24,2491.16
P0643,Royal Mall,Vadodara,Industrial,13712,27768000,24120000,9645000,5382000,2513000,6580000,430,514,84,Patel Construction,Delayed,2025-04-03,2026-06-07,2026-08-30,-3648000,-13.14,1759.04
P0644,Galaxy Industrial Park,Ahmedabad,Commercial,109101,381146000,411973000,151378000,116590000,37811000,106194000,720,859,139,MetroBuild,Delayed,2025-12-16,2027-12-06,2028-04-23,30827000,8.09,3776.07
P0645,Galaxy Enclave,Surat,Industrial,70455,140474000,127528000,46218000,26515000,12846000,41949000,594,739,145,Apex Developers,Delayed,2022-12-05,2024-07-21,2024-12-13,-12946000,-9.22,1810.06
P0646,Crystal Enclave,Surat,Commercial,79744,252785000,264255000,102827000,51229000,36170000,74029000,689,694,5,MetroBuild,Completed,2025-10-20,2027-09-09,2027-09-14,11470000,4.54,3313.79
P0647,Urban Complex,Surat,Commercial,134749,459566000,530273000,254450000,116200000,43424000,116199000,611,611,0,GreenStone Projects,Completed,2025-09-27,2027-05-31,2027-05-31,70707000,15.39,3935.26
P0648,Green Valley Enclave,Pune,Industrial,10109,18147000,17061000,6061000,3522000,1817000,5661000,694,739,45,Sunrise Constructions,Completed,2023-05-15,2025-04-08,2025-05-23,-1086000,-5.98,1687.7
P0649,Shree Industrial Park,Ahmedabad,Residential,54268,126604000,159680000,53735000,46472000,17467000,42006000,466,586,120,Urban Infra,Completed,2023-05-26,2024-09-03,2025-01-01,33076000,26.13,2942.43
P0650,Shree Complex,Ahmedabad,Industrial,59615,115565000,104138000,43072000,29591000,7595000,23880000,606,611,5,Royal Infra,Completed,2025-09-12,2027-05-11,2027-05-16,-11427000,-9.89,1746.84
P0651,Silver Plaza,Mumbai,Residential,87503,215591000,245520000,97758000,58915000,21031000,67816000,592,712,120,Urban Infra,Ongoing,2022-08-05,2024-03-19,2024-07-17,29929000,13.88,2805.85
P0652,Urban Business Park,Rajkot,Commercial,90708,262653000,281294000,113607000,52704000,38295000,76688000,501,516,15,Sunrise Constructions,Ongoing,2025-08-17,2026-12-31,2027-01-15,18641000,7.1,3101.09
P0653,Skyline Plaza,Ahmedabad,Commercial,107471,381023000,443241000,189135000,117790000,60485000,75831000,399,504,105,Royal Infra,Delayed,2025-03-01,2026-04-04,2026-07-18,62218000,16.33,4124.28
P0654,Sunrise Business Park,Vadodara,Residential,88309,223229000,197793000,71748000,50400000,18473000,57172000,191,221,30,GreenStone Projects,Ongoing,2024-12-29,2025-07-08,2025-08-07,-25436000,-11.39,2239.78
P0655,Shree Plaza,Rajkot,Commercial,131446,424436000,550427000,255722000,162792000,76870000,55043000,640,760,120,Sunrise Constructions,Ongoing,2025-06-29,2027-03-31,2027-07-29,125991000,29.68,4187.48
P0656,Shree Complex,Mumbai,Residential,111661,296202000,295772000,115265000,73078000,38966000,68463000,485,575,90,Patel Construction,Completed,2025-12-09,2027-04-08,2027-07-07,-430000,-0.15,2648.84
P0657,Green Valley Residency,Ahmedabad,Residential,11154,26679000,29379000,10008000,6474000,3039000,9858000,213,258,45,MetroBuild,Completed,2023-03-21,2023-10-20,2023-12-04,2700000,10.12,2633.94
P0658,Sunrise Industrial Park,Ahmedabad,Commercial,69288,247374000,295201000,129525000,71522000,38338000,55816000,492,537,45,GreenStone Projects,Completed,2024-05-25,2025-09-29,2025-11-13,47827000,19.33,4260.49
P0659,Skyline Enclave,Ahmedabad,Infrastructure,56195,159345000,150970000,63845000,44915000,22179000,20031000,458,488,30,Royal Infra,Ongoing,2025-04-20,2026-07-22,2026-08-21,-8375000,-5.26,2686.54
P0660,Urban Plaza,Pune,Residential,25581,56799000,63563000,23551000,16753000,6783000,16476000,556,616,60,MetroBuild,Completed,2022-06-16,2023-12-24,2024-02-22,6764000,11.91,2484.77
P0661,Silver Heights,Surat,Industrial,35087,71216000,66047000,27703000,17214000,5883000,15247000,455,545,90,Urban Infra,Ongoing,2022-04-01,2023-06-30,2023-09-28,-5169000,-7.26,1882.38
P0662,Green Valley Complex,Pune,Industrial,74298,148134000,175929000,62486000,36748000,25570000,51125000,783,903,120,GreenStone Projects,Ongoing,2023-12-15,2026-02-05,2026-06-05,27795000,18.76,2367.88
P0663,Shree Complex,Ahmedabad,Commercial,51167,175205000,162727000,63655000,43811000,19251000,36010000,611,731,120,Apex Developers,Completed,2022-02-08,2023-10-12,2024-02-09,-12478000,-7.12,3180.31
P0664,Metro Business Park,Mumbai,Infrastructure,44499,138218000,141621000,65699000,38242000,11106000,26574000,159,159,0,MetroBuild,Completed,2025-02-23,2025-08-01,2025-08-01,3403000,2.46,3182.57
P0665,Royal Industrial Park,Ahmedabad,Commercial,130816,448260000,473692000,161702000,103300000,54860000,153830000,478,598,120,Shree BuildTech,Completed,2026-01-14,2027-05-07,2027-09-04,25432000,5.67,3621.06
P0666,Royal Industrial Park,Gandhinagar,Infrastructure,101347,293560000,327060000,124895000,77855000,35992000,88318000,693,693,0,Royal Infra,Completed,2022-06-22,2024-05-15,2024-05-15,33500000,11.41,3227.13
P0667,Urban Complex,Surat,Residential,53787,140527000,176532000,79684000,38017000,24440000,34391000,373,383,10,Shree BuildTech,Ongoing,2023-10-15,2024-10-22,2024-11-01,36005000,25.62,3282.06
P0668,Skyline Mall,Vadodara,Residential,40488,101847000,98360000,46733000,20758000,11061000,19808000,700,700,0,Patel Construction,Ongoing,2024-01-24,2025-12-24,2025-12-24,-3487000,-3.42,2429.36
P0669,Galaxy Business Park,Ahmedabad,Residential,79441,188711000,218272000,85700000,39967000,19736000,72869000,517,517,0,Royal Infra,Ongoing,2025-05-28,2026-10-27,2026-10-27,29561000,15.66,2747.6
P0670,Metro Plaza,Ahmedabad,Residential,27431,72078000,90561000,36326000,19400000,11234000,23601000,876,991,115,GreenStone Projects,Delayed,2024-12-17,2027-05-12,2027-09-04,18483000,25.64,3301.41
P0671,Royal Industrial Park,Ahmedabad,Industrial,66681,120209000,125004000,51445000,30811000,14176000,28572000,289,289,0,Royal Infra,Ongoing,2023-04-21,2024-02-04,2024-02-04,4795000,3.99,1874.66
P0672,Silver Enclave,Ahmedabad,Industrial,127720,256554000,244748000,114830000,44102000,21695000,64121000,809,879,70,Patel Construction,Delayed,2023-04-01,2025-06-18,2025-08-27,-11806000,-4.6,1916.29
P0673,Skyline Industrial Park,Ahmedabad,Commercial,54153,189569000,155447000,71088000,33264000,18015000,33080000,820,840,20,Royal Infra,Completed,2024-04-08,2026-07-07,2026-07-27,-34122000,-18.0,2870.52
P0674,Green Valley Plaza,Pune,Infrastructure,11368,33769000,42076000,14613000,12024000,5711000,9728000,630,750,120,GreenStone Projects,Ongoing,2024-06-13,2026-03-05,2026-07-03,8307000,24.6,3701.27
P0675,Crystal Plaza,Surat,Residential,117360,296705000,293936000,114600000,73848000,21247000,84241000,379,499,120,Urban Infra,Completed,2025-10-16,2026-10-30,2027-02-27,-2769000,-0.93,2504.57
P0676,Sunrise Enclave,Ahmedabad,Residential,117755,301146000,270982000,106832000,68543000,32645000,62962000,703,713,10,Apex Developers,Completed,2024-10-21,2026-09-24,2026-10-04,-30164000,-10.02,2301.24
P0677,Metro Mall,Ahmedabad,Infrastructure,61985,173959000,149083000,66529000,34051000,14605000,33898000,578,588,10,Apex Developers,Completed,2023-01-22,2024-08-22,2024-09-01,-24876000,-14.3,2405.15
P0678,Silver Enclave,Surat,Infrastructure,55069,168428000,151520000,63102000,39573000,14154000,34691000,648,648,0,Sunrise Constructions,Ongoing,2022-12-14,2024-09-22,2024-09-22,-16908000,-10.04,2751.46
P0679,Galaxy Enclave,Mumbai,Commercial,57326,173309000,195902000,83195000,39727000,19866000,53114000,460,490,30,Patel Construction,Completed,2022-07-09,2023-10-12,2023-11-11,22593000,13.04,3417.33
P0680,Galaxy Enclave,Ahmedabad,Infrastructure,113737,295542000,338970000,162608000,94318000,33003000,49041000,176,181,5,GreenStone Projects,Completed,2023-05-20,2023-11-12,2023-11-17,43428000,14.69,2980.3
P0681,Green Valley Plaza,Rajkot,Residential,55861,129081000,141764000,47065000,27503000,19362000,47834000,337,398,61,MetroBuild,Delayed,2025-04-29,2026-04-01,2026-06-01,12683000,9.83,2537.8
P0682,Sunrise Mall,Rajkot,Residential,80897,197443000,204527000,72746000,52915000,18813000,60053000,738,748,10,Shree BuildTech,Ongoing,2025-10-24,2027-11-01,2027-11-11,7084000,3.59,2528.24
P0683,Green Valley Plaza,Ahmedabad,Residential,132118,320991000,279435000,107656000,61738000,35950000,74091000,804,804,0,MetroBuild,Ongoing,2025-12-03,2028-02-15,2028-02-15,-41556000,-12.95,2115.04
P0684,Galaxy Plaza,Mumbai,Residential,73577,190805000,177908000,66830000,47982000,13792000,49304000,850,970,120,Shree BuildTech,Ongoing,2024-04-03,2026-08-01,2026-11-29,-12897000,-6.76,2417.98
P0685,Crystal Plaza,Rajkot,Residential,14078,33416000,29647000,9590000,7292000,4332000,8433000,583,650,67,Urban Infra,Delayed,2024-07-17,2026-02-20,2026-04-28,-3769000,-11.28,2105.91
P0686,Skyline Heights,Ahmedabad,Commercial,67768,218279000,237649000,79537000,55677000,28467000,73968000,366,411,45,Shree BuildTech,Ongoing,2024-07-22,2025-07-23,2025-09-06,19370000,8.87,3506.8
P0687,Metro Industrial Park,Pune,Residential,56047,121457000,108389000,46494000,21714000,13715000,26466000,849,849,0,MetroBuild,Completed,2025-02-14,2027-06-13,2027-06-13,-13068000,-10.76,1933.89
P0688,Galaxy Heights,Ahmedabad,Commercial,76626,242786000,226833000,104500000,58164000,21287000,42882000,492,621,129,Royal Infra,Delayed,2022-05-14,2023-09-18,2024-01-25,-15953000,-6.57,2960.26
P0689,Sunrise Plaza,Ahmedabad,Residential,62660,156777000,156461000,62941000,46465000,16110000,30945000,536,536,0,MetroBuild,Ongoing,2022-02-27,2023-08-17,2023-08-17,-316000,-0.2,2496.98
P0690,Silver Industrial Park,Ahmedabad,Industrial,137997,236869000,194233000,78911000,54205000,17074000,44043000,150,150,0,Apex Developers,Completed,2023-11-16,2024-04-14,2024-04-14,-42636000,-18.0,1407.52
P0691,Silver Plaza,Mumbai,Industrial,122832,224464000,230213000,83064000,43096000,33289000,70764000,487,532,45,GreenStone Projects,Completed,2023-11-03,2025-03-04,2025-04-18,5749000,2.56,1874.21
P0692,Silver Residency,Ahmedabad,Industrial,135406,243315000,245053000,108524000,55173000,26723000,54633000,678,683,5,Apex Developers,Completed,2022-06-22,2024-04-30,2024-05-05,1738000,0.71,1809.76
P0693,Crystal Enclave,Surat,Industrial,130150,224841000,261289000,115042000,76053000,31469000,38725000,765,914,149,Patel Construction,Delayed,2024-03-25,2026-04-29,2026-09-25,36448000,16.21,2007.6
P0694,Galaxy Mall,Ahmedabad,Commercial,38320,123291000,113627000,47057000,27312000,14629000,24629000,227,317,90,Royal Infra,Completed,2025-03-18,2025-10-31,2026-01-29,-9664000,-7.84,2965.21
P0695,Metro Mall,Ahmedabad,Commercial,69881,210197000,181630000,64302000,47125000,18106000,52097000,703,778,75,MetroBuild,Delayed,2022-03-21,2024-02-22,2024-05-07,-28567000,-13.59,2599.13
P0696,Green Valley Complex,Ahmedabad,Infrastructure,95827,285348000,278246000,93358000,80556000,35506000,68826000,537,674,137,Royal Infra,Delayed,2024-06-04,2025-11-23,2026-04-09,-7102000,-2.49,2903.63
P0697,Metro Residency,Rajkot,Residential,107215,279585000,248336000,82020000,70740000,30813000,64763000,739,739,0,Royal Infra,Ongoing,2025-05-21,2027-05-30,2027-05-30,-31249000,-11.18,2316.24
P0698,Royal Industrial Park,Rajkot,Industrial,139461,270283000,276959000,114891000,66531000,35022000,60515000,517,532,15,GreenStone Projects,Ongoing,2022-07-22,2023-12-21,2024-01-05,6676000,2.47,1985.92
P0699,Green Valley Business Park,Ahmedabad,Commercial,149701,534601000,438373000,198147000,101929000,47843000,90454000,391,421,30,Urban Infra,Completed,2024-02-03,2025-02-28,2025-03-30,-96228000,-18.0,2928.32
P0700,Shree Business Park,Rajkot,Residential,66550,159577000,151177000,69138000,33374000,15214000,33451000,802,802,0,Shree BuildTech,Completed,2025-06-06,2027-08-17,2027-08-17,-8400000,-5.26,2271.63
P0701,Green Valley Business Park,Rajkot,Residential,29826,72509000,65881000,25969000,17543000,5782000,16587000,235,280,45,Patel Construction,Completed,2025-06-04,2026-01-25,2026-03-11,-6628000,-9.14,2208.84
P0702,Sunrise Residency,Ahmedabad,Commercial,105734,378148000,411475000,183305000,88236000,55948000,83986000,705,705,0,Sunrise Constructions,Ongoing,2026-01-04,2027-12-10,2027-12-10,33327000,8.81,3891.61
P0703,Urban Heights,Pune,Industrial,103511,187022000,172571000,81367000,36238000,20479000,34487000,375,375,0,Royal Infra,Completed,2025-11-26,2026-12-06,2026-12-06,-14451000,-7.73,1667.18
P0704,Urban Mall,Pune,Infrastructure,16653,51634000,42340000,15413000,9431000,4469000,13027000,200,200,0,Sunrise Constructions,Completed,2022-02-16,2022-09-04,2022-09-04,-9294000,-18.0,2542.48
P0705,Galaxy Heights,Gandhinagar,Residential,86941,189759000,188959000,72499000,38031000,27497000,50932000,899,989,90,GreenStone Projects,Completed,2025-06-10,2027-11-26,2028-02-24,-800000,-0.42,2173.42
P0706,Galaxy Industrial Park,Pune,Infrastructure,38662,108059000,114368000,53643000,30126000,8443000,22156000,247,278,31,Shree BuildTech,Delayed,2025-08-21,2026-04-25,2026-05-26,6309000,5.84,2958.15
P0707,Royal Mall,Gandhinagar,Industrial,103818,180567000,178302000,66706000,45280000,24608000,41708000,354,444,90,Shree BuildTech,Completed,2025-03-12,2026-03-01,2026-05-30,-2265000,-1.25,1717.45
P0708,Shree Heights,Mumbai,Industrial,100081,201645000,190885000,88994000,45420000,28596000,27875000,672,753,81,GreenStone Projects,Delayed,2025-12-09,2027-10-12,2028-01-01,-10760000,-5.34,1907.31
P0709,Royal Complex,Vadodara,Infrastructure,41877,121225000,113880000,54317000,25832000,16052000,17679000,300,300,0,Shree BuildTech,Completed,2025-10-28,2026-08-24,2026-08-24,-7345000,-6.06,2719.39
P0710,Sunrise Business Park,Surat,Industrial,116562,233750000,241593000,102892000,69842000,32575000,36284000,276,276,0,Apex Developers,Ongoing,2025-07-06,2026-04-08,2026-04-08,7843000,3.36,2072.66
P0711,Metro Complex,Vadodara,Residential,77715,183231000,167339000,75420000,30706000,16725000,44488000,573,593,20,Shree BuildTech,Completed,2023-10-18,2025-05-13,2025-06-02,-15892000,-8.67,2153.24
P0712,Sunrise Heights,Rajkot,Infrastructure,146398,402243000,394432000,173521000,107401000,34909000,78601000,690,750,60,Sunrise Constructions,Ongoing,2023-04-16,2025-03-06,2025-05-05,-7811000,-1.94,2694.24
P0713,Sunrise Plaza,Ahmedabad,Industrial,115091,198986000,220885000,95406000,63665000,28447000,33367000,880,880,0,Shree BuildTech,Ongoing,2024-08-28,2027-01-25,2027-01-25,21899000,11.01,1919.22
P0714,Green Valley Residency,Rajkot,Infrastructure,137632,376501000,325237000,120048000,75963000,30691000,98535000,823,823,0,MetroBuild,Completed,2024-11-01,2027-02-02,2027-02-02,-51264000,-13.62,2363.09
P0715,Skyline Enclave,Ahmedabad,Residential,84148,223048000,226340000,74496000,55698000,19031000,77115000,143,143,0,GreenStone Projects,Ongoing,2025-09-15,2026-02-05,2026-02-05,3292000,1.48,2689.78
P0716,Sunrise Complex,Ahmedabad,Industrial,88186,164777000,135117000,50654000,39635000,17960000,26868000,592,712,120,Urban Infra,Ongoing,2024-01-06,2025-08-20,2025-12-18,-29660000,-18.0,1532.18
P0717,Green Valley Plaza,Surat,Residential,128629,334302000,350132000,149405000,71943000,33264000,95520000,519,539,20,Sunrise Constructions,Ongoing,2024-02-23,2025-07-26,2025-08-15,15830000,4.74,2722.03
P0718,Metro Business Park,Ahmedabad,Industrial,75316,155309000,140173000,47155000,33980000,20067000,38971000,711,716,5,Urban Infra,Ongoing,2024-08-25,2026-08-06,2026-08-11,-15136000,-9.75,1861.13
P0719,Green Valley Residency,Ahmedabad,Commercial,33380,104905000,119838000,38577000,28398000,16448000,36415000,253,258,5,Sunrise Constructions,Completed,2022-12-24,2023-09-03,2023-09-08,14933000,14.23,3590.11
P0720,Galaxy Enclave,Ahmedabad,Industrial,115198,227421000,191663000,65616000,40442000,26413000,59192000,540,540,0,Royal Infra,Ongoing,2024-08-29,2026-02-20,2026-02-20,-35758000,-15.72,1663.77
P0721,Metro Industrial Park,Pune,Infrastructure,7356,18969000,20355000,8845000,5663000,2681000,3166000,332,429,97,Patel Construction,Delayed,2025-12-02,2026-10-30,2027-02-04,1386000,7.31,2767.13
P0722,Shree Business Park,Mumbai,Industrial,75326,132072000,154067000,72952000,44164000,21544000,15407000,601,691,90,MetroBuild,Delayed,2023-10-30,2025-06-22,2025-09-20,21995000,16.65,2045.34
P0723,Metro Industrial Park,Rajkot,Residential,97447,212989000,190906000,91118000,52276000,25669000,21843000,467,597,130,Sunrise Constructions,Delayed,2023-01-08,2024-04-19,2024-08-27,-22083000,-10.37,1959.08
P0724,Galaxy Mall,Ahmedabad,Residential,119994,295998000,271304000,108260000,55195000,32068000,75781000,285,285,0,Royal Infra,Completed,2024-10-28,2025-08-09,2025-08-09,-24694000,-8.34,2260.98
P0725,Metro Heights,Ahmedabad,Industrial,25049,47295000,42882000,19687000,8165000,4017000,11013000,467,472,5,MetroBuild,Ongoing,2025-02-19,2026-06-01,2026-06-06,-4413000,-9.33,1711.92
P0726,Crystal Industrial Park,Ahmedabad,Infrastructure,110361,315366000,303286000,132807000,76626000,42781000,51072000,517,547,30,Sunrise Constructions,Ongoing,2025-10-03,2027-03-04,2027-04-03,-12080000,-3.83,2748.13
P0727,Galaxy Heights,Ahmedabad,Commercial,21082,68450000,74069000,29640000,13840000,10166000,20423000,702,717,15,Urban Infra,Completed,2023-11-07,2025-10-09,2025-10-24,5619000,8.21,3513.38
P0728,Urban Plaza,Ahmedabad,Infrastructure,5661,15487000,14742000,6068000,3844000,1590000,3240000,845,880,35,Urban Infra,Delayed,2022-03-31,2024-07-23,2024-08-27,-745000,-4.81,2604.13
P0729,Urban Mall,Surat,Commercial,7920,26587000,23542000,8050000,5736000,1722000,8034000,554,574,20,GreenStone Projects,Ongoing,2023-11-29,2025-06-05,2025-06-25,-3045000,-11.45,2972.47
P0730,Silver Residency,Ahmedabad,Residential,84561,216518000,177545000,83451000,46079000,21498000,26517000,696,696,0,Sunrise Constructions,Completed,2025-09-01,2027-07-29,2027-07-29,-38973000,-18.0,2099.61
